63383,2
7841.25,816.35
7832.45,886.67
7681.58,819.86
7935.38,666.23
7877.25,933.46
7798.99,751.76
7935.27,754.45
7850.98,900.47
7704.88,1043.8
7812.23,844.29
7821.53,840.19
7959.95,781.92
7647.96,960.15
7884.91,854.79
7664.99,946.68
7743.92,864.21
8019.51,607.13
7924.65,931.15
7819.1,876.51
8023.59,794.41
7926.14,816.56
7770.54,841.34
7955.69,641.68
7898.45,744.32
7786.54,794.82
7931.07,733.41
8001.48,583.9
7920.91,847.16
7900.88,722.82
7851.37,691.25
7787.23,844.72
7824.75,808.82
7946.87,713.35
7827.43,806.07
7792.95,770.07
7852.33,808.43
7866.44,801.38
7858.57,626.59
7842.19,832.78
7780.06,716.6
7886.92,718.69
7812.56,745.56
7942.91,799.88
7856.47,964.45
8021.49,670.44
7637.01,874.44
7884.65,776.48
7868.39,787.61
7786.56,824.3
8005.68,854.32
7816.15,798.94
7912.85,889.1
7836.91,860.56
7766.71,713.18
7777.96,828.93
7733.17,851.41
7754.31,995.44
7941.29,721.97
7634.76,882.29
7745.29,776.84
7743.18,808.9
7917.43,754.49
7863.75,806.02
7892.62,778.41
7827.39,848.09
7839.91,860.9
8049.22,752.24
7774.6,830.44
7846.73,810.25
7974.97,698.23
7808.16,936.47
7827.79,872.79
7785.1,855.1
7783.45,863.01
7701.69,996.65
7983.68,754
7878.66,847.34
7723.96,992.38
7918.31,725.72
7824.08,820.29
7835.82,783.53
7784,996.17
7806.41,964.49
7744.03,770.84
7732.79,730.84
7726.94,888.77
7882.44,876.57
7809.85,749.05
7891.47,842.86
8041.2,682.36
7870.26,819.45
7715.06,938.51
7892.46,796.87
7804.24,754.97
7841.67,805.26
8011.72,606.72
7618.29,969.2
7701.76,802.4
7808.56,812.19
7782.82,732.18
7848.94,905.82
7718.9,887.68
7848.85,898.85
7860.13,794.23
7942.34,692.62
7839.3,821.03
7716.76,831.65
7895.71,935.67
7836.38,877.96
7857.77,877.12
7845.91,817.52
7794.38,743.85
7820.54,827.33
7811.28,851.82
7723.06,871.81
7742.47,833.84
7754.97,857.83
7873.58,812.82
7882.33,969.18
7945.06,677.6
7932.97,662.07
7853.59,823.01
7666.21,1039.2
7840.06,835.53
7865.33,747.38
8004.54,699.42
7934.1,931.88
8023.62,802.14
7884.08,689.92
7731.77,747.77
7829.83,817.6
7971.5,727.9
7817.68,833.76
7853.56,816.3
7662.44,852.31
7649.99,953.24
8004.99,628.79
7931.8,891.72
7831.09,759.34
7921.17,732.41
7901.26,936.73
7791.58,751.78
7923.31,774.97
7816.48,828.44
7712.68,819.65
7644.28,998.03
7692.99,794.11
7807.77,659.12
7770.57,687.16
7779.67,700.08
7845.75,823.16
7934.86,867.21
7714.97,904.89
7773.38,855.78
7827.22,841.2
7852.99,657.19
7802.52,816.41
7823.72,875.55
7849.25,897.54
7881.67,781.77
7827.23,983.37
7692.03,901.12
7819.01,824.88
7845.75,815.25
7692.39,880.92
7875.25,855.91
7826.19,862.33
7729.11,1008.62
7940.57,771.79
7767.24,716.59
7919.71,770.82
7823.45,743.06
7984.03,680.88
7642.29,1009.29
7873.37,778.94
7767.72,880.72
7861.79,820.93
8009.31,616.58
7774.63,724.14
7790.62,859.79
7816.35,777.81
7819.52,819.01
7989.99,641.95
7880.03,783.86
7917.41,779.2
7962.8,732.77
7857.36,761.68
7740.47,854.37
7634.86,1002.24
7955.01,582.48
7859.67,753.03
7895.52,724.12
7959.49,743.59
7894.86,931.1
7888.36,784.16
7663.06,965.72
7900.09,779.72
7875.15,837.53
7982.73,822.59
7743.49,955.42
7848.46,933.2
7798.9,814.91
7748.3,1007.89
7944.87,642.99
7735.84,732.3
7932,672.12
7900.9,849.76
7893.83,916.4
7815.01,808.44
7999.23,830.64
7998.15,848.4
7762.2,892.64
7661.37,1021.63
7773.76,901.04
7819.36,779.29
7861.5,619.51
7672.75,858.49
7737.41,932.63
7822.13,836.01
8044.33,739.68
8004.34,608.63
7875.67,796.11
7857.11,806.95
7849.47,893.14
7888.42,775.02
8059.16,738.77
7803.98,836.61
8073.16,676.55
7881.41,821.67
7916.17,778.83
8081.04,692.48
7894.46,737.43
8032.04,687.14
7778.95,797.73
7909.66,823.28
7928.17,694.3
7890.84,807.63
7713.76,758.81
7850.08,819.73
7637.5,947.61
7868.64,829.78
7730.68,849.45
8026.01,792.09
7909.17,853.11
7784.65,914.9
8053.25,698.97
7953.73,761.39
7722.74,864.58
7823.76,718.19
7898.17,818.61
7848.18,865.67
7841.58,901.73
8037.16,622.71
7947.57,731.15
7941.29,816.48
7663.15,824.32
7753.19,883.3
8029.62,667.65
7739.94,950.08
7857.46,784.26
7664.73,867.01
7852.73,777.13
7628.45,887.85
7965.87,647.2
7889.91,874
7799.5,837.75
7799.34,909.93
7910.76,689.09
7705.3,779.02
7851.17,811.31
7800.84,828.03
7862.98,842.74
7873.87,919.38
7736.25,1026.5
7883.25,779.83
7942.44,864.81
7868.19,839.13
7814.47,1018.53
7845.44,683.56
8048.77,682.8
7872.35,787.51
7686.05,812.43
7827.64,896.88
7763.33,844.37
7923.45,814.76
7885.74,811.93
7824.68,905.47
7672.84,1002.53
7877.29,894.37
7938.74,843.77
7700.95,890.8
7876.27,731.98
7847.61,918.95
7788.59,878.89
7857.24,738.32
7997.83,849.09
7685.45,924.2
7902.71,799.42
7870.02,810.33
7626.35,937.05
7921.97,755.07
7928.05,761.9
7848.67,694.2
7854.53,736.39
7883.91,807.04
7986.68,825.11
7840.59,797.37
7835.81,812.4
7815.78,821.95
7867.79,837.82
8009.95,785.71
7835.38,841.25
7824.98,782.59
7703.51,1030.82
8021.12,829.83
7789.47,683.44
7747.62,853.24
7843.76,809.59
7818.31,713.12
7983.76,846.04
7892.7,646.72
7833.89,820.24
7975.77,698.82
7805.61,828.18
7961.26,744.65
7714.46,810.53
7886.79,808.84
7937.69,853
7807.96,793.87
7901.43,721.5
7768.89,832.82
7938.1,836.34
7848.41,812.83
7827.77,658.55
7943.02,745.05
8068.05,661.75
7834.14,839.25
8074.08,694.15
8000.57,700.87
7771.28,753.05
7926.6,833.67
7847.17,977.41
8065.79,617.57
7891.41,703.24
7766.98,901.31
7885.98,623.66
8027.55,617.44
7879.45,843.75
7761.24,836.8
7916.58,793.86
7866.71,698.95
8021.92,804.26
7879.4,784.93
7688.31,843.81
7729.92,957.43
7962.99,642.36
7858.06,805.6
7729.89,767.91
7860.7,796.95
7751.17,706.51
7858.36,821.48
7853.81,630.56
7893.48,601.29
7943.59,789.69
7920.77,682.89
7875.18,804.67
7915.99,744.66
7813.19,792.5
8042.26,622.78
7846.23,809.61
7703.73,819.04
7882.04,915.44
7647.54,966.48
7737.58,896.11
7793.7,837.96
7839.15,786.07
7805.93,788.06
7807.05,841.33
7793.5,942.62
7972.58,646.79
7839.9,857.47
7895.51,945.96
7850.98,826.86
7933.42,780.6
7867.98,789.15
7938.2,737.78
7837.01,839.98
7774.29,975.53
7928.06,713.01
7890.31,798.43
7838.51,806.02
7959.65,786.8
7834.52,1004.53
7768.38,1020.7
7999.23,730.64
7791.97,767.59
7811.33,1003.2
7851.69,853.28
7887.41,663.59
7848.99,812.17
7784.1,796.62
7901.45,785.55
7866.07,890.91
7854.04,828.9
7694.02,965.34
7850.82,807.67
7963.71,613.26
7825.42,826.13
7786.5,744.42
7871.24,804.59
7737.8,1016.93
7798.23,882.94
7803.28,898.49
8044.08,743.56
7737.42,757.46
7973.44,734.67
7863.07,666.86
7877.2,828.51
7806.17,896.2
7883.72,826.78
7859.79,786.16
7897.4,839.87
7731.35,979.66
7971.19,793.11
8057.51,684.05
7624.35,901.02
7739.06,971.94
7686.05,848.55
7864.37,770.79
7980.79,721.39
7715.84,1025.08
7943.32,636.94
7749.53,965.41
7852.16,804.15
7813.47,660.21
7888.89,746.02
7681.78,1031.91
7934.14,703.12
7987.72,682.43
7658.64,960.02
7853.64,966.5
7781.05,805.35
7844.55,771.87
7928.11,847.58
7760.76,776.68
7878.25,973.32
7980.35,761.44
7895,604.73
7728.67,878
7877.75,794.67
7798.16,755.04
7755.07,749.5
7811.59,849.49
7762.92,880.62
7791.31,858.33
7862.32,933.36
7748.19,826.21
8006.57,618.58
7929.06,650.64
7848.9,777.97
7838.23,816.22
7851.85,806.37
7688.45,924.47
7896.14,612.09
7833.58,758.86
7947.28,801.85
7715.14,740.38
8064.82,629.14
7674.46,942.4
7725.28,892.97
7849.32,811.67
7870.42,777.35
7697.7,853.65
7878.73,797.95
7721.3,837.49
7937.55,743.77
7839.21,729.2
7716.27,877.5
7719.56,737.47
7793.25,767.25
7811.85,890.01
7958.66,677.82
7938.35,922.73
7902.6,710.41
7886.73,775.15
7892.82,873.39
7861.62,823.43
7852.61,812.15
7653.58,919.42
7641.18,973.71
7722.24,791.97
8012.14,685.81
7772.47,931.41
7806.97,919.5
7838.34,838.67
7867.2,773.02
8041.63,611.25
7813.33,836.37
8036.93,661.43
7821.71,725.29
7756.52,713.36
7895.77,821.5
7869.09,653.02
7961.61,779.67
7773.1,938.08
7833.44,826.86
7807.14,858.97
7819.58,879.79
7694.97,800.19
7929.99,741.13
7660.17,943.73
7836.44,943.98
7811.48,984.57
7837.69,803.71
8065.12,668.64
7785.52,1004.29
7858.34,787.84
7960.99,739.35
7941.34,716.48
7931.75,821.52
7851,662.55
7767.87,865.85
7880.05,705.13
7861.93,886.29
7807.85,970.02
7988.23,708.72
7755.85,712.46
8020.16,590.09
7831.81,817.55
7876.03,820.05
7854.93,854.3
7999.8,613.02
7731.73,1006.08
7779.38,777.57
7832.68,818.62
7644.2,999.62
